2025-09-09 13:04:58,816 - root - INFO Start serverless measurement!
2025-09-09 13:04:58,816 - root - INFO Master: Node(hostname='master-node', ip='192.168.17.161', interface='ens33'), Workers: [Node(hostname='cloud-node', ip='192.168.17.162', interface='ens33'), Node(hostname='edge-node', ip='192.168.17.163', interface='ens33')]
2025-09-09 13:04:58,816 - root - INFO Loading config of 'WebMeasuring'
2025-09-09 13:04:58,817 - root - INFO Sceanario: Response time of web service when pod in warm status
2025-09-09 13:04:58,817 - root - INFO Replicas: 1, Repeat time: 1/1, Instance: cloud-node
2025-09-09 13:04:58,817 - root - INFO Ensuring directory exists: 'result/1_1_curl/cloud-node'
2025-09-09 13:04:58,817 - root - INFO File ensured: 'result/1_1_curl/cloud-node/x86_d9m9y2025_13h4_rep1.csv'
2025-09-09 13:04:58,831 - root - INFO Knative Service 'measure-web' already exists. Patching...
2025-09-09 13:04:58,846 - root - INFO Knative Service 'measure-web' patched successfully.
2025-09-09 13:04:58,859 - root - WARNING No pods found for ksvc 'measure-web'.
2025-09-09 13:04:58,860 - root - INFO Waiting for pods to be ready ...
2025-09-09 13:05:00,891 - root - INFO All pods ready!
2025-09-09 13:05:20,892 - root - INFO Start collecting response time when pod in warm status
2025-09-09 13:05:23,020 - root - INFO Collecting metrics successfully!
2025-09-09 13:05:25,046 - root - INFO Collecting metrics successfully!
2025-09-09 13:05:27,072 - root - INFO Collecting metrics successfully!
2025-09-09 13:05:31,114 - root - INFO Collecting metrics successfully!
2025-09-09 13:05:33,141 - root - INFO Collecting metrics successfully!
2025-09-09 13:05:35,167 - root - INFO Collecting metrics successfully!
2025-09-09 13:05:39,195 - root - INFO Collecting metrics successfully!
2025-09-09 13:05:41,221 - root - INFO Collecting metrics successfully!
2025-09-09 13:05:43,247 - root - INFO Collecting metrics successfully!
2025-09-09 13:05:47,279 - root - INFO Collecting metrics successfully!
2025-09-09 13:05:49,280 - root - INFO End collecting response time when pod in warm status
2025-09-09 13:05:49,280 - root - INFO Start plot response time of web service
2025-09-09 13:05:52,231 - root - INFO Attempting to delete Knative Service 'measure-web' in namespace 'serverless'...
2025-09-09 13:05:52,242 - root - INFO service.serving.knative.dev 'measure-web' deleted
2025-09-09 13:05:52,265 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:05:54,283 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:05:56,301 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:05:58,320 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:00,338 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:02,355 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:04,373 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:06,390 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:08,407 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:10,424 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:12,442 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:14,459 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:16,476 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:18,494 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:20,540 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:22,558 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:24,575 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:26,593 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:28,612 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:30,630 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:32,648 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:34,665 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:36,683 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:38,701 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:40,719 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:42,737 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:44,754 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:46,772 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:48,789 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:50,807 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:52,824 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:54,841 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:56,858 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:06:58,876 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:07:00,894 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:07:02,911 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:07:04,930 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:07:06,948 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:07:08,965 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:07:10,982 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:07:13,045 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
2025-09-09 13:07:15,063 - root - INFO Waiting for all pods in ksvc measure-web, namespace serverless to be deleted ...
